data;tipoCombustivel;precoMedio
"2019-12-07";"Gasolina simples 95";"1,4893 €"
"2019-12-06";"Gasolina simples 95";"1,4941 €"
"2019-12-05";"Gasolina simples 95";"1,4949 €"
"2019-12-04";"Gasolina simples 95";"1,4947 €"
"2019-12-03";"Gasolina simples 95";"1,4947 €"
"2019-12-02";"Gasolina simples 95";"1,4899 €"
"2019-12-01";"Gasolina simples 95";"1,4794 €"
"2019-11-30";"Gasolina simples 95";"1,4789 €"
"2019-11-29";"Gasolina simples 95";"1,4837 €"
"2019-11-28";"Gasolina simples 95";"1,4844 €"
"2019-11-27";"Gasolina simples 95";"1,4845 €"
"2019-11-26";"Gasolina simples 95";"1,4852 €"
"2019-11-25";"Gasolina simples 95";"1,4869 €"
"2019-11-24";"Gasolina simples 95";"1,4841 €"
"2019-11-23";"Gasolina simples 95";"1,4837 €"
"2019-11-22";"Gasolina simples 95";"1,4884 €"
"2019-11-21";"Gasolina simples 95";"1,4891 €"
"2019-11-20";"Gasolina simples 95";"1,4891 €"
"2019-11-19";"Gasolina simples 95";"1,4894 €"
"2019-11-18";"Gasolina simples 95";"1,4950 €"
"2019-11-17";"Gasolina simples 95";"1,4954 €"
"2019-11-16";"Gasolina simples 95";"1,4951 €"
"2019-11-15";"Gasolina simples 95";"1,4996 €"
"2019-11-14";"Gasolina simples 95";"1,5002 €"
"2019-11-13";"Gasolina simples 95";"1,4997 €"
"2019-11-12";"Gasolina simples 95";"1,4994 €"
"2019-11-11";"Gasolina simples 95";"1,4965 €"
"2019-11-10";"Gasolina simples 95";"1,4857 €"
"2019-11-09";"Gasolina simples 95";"1,4852 €"
"2019-11-08";"Gasolina simples 95";"1,4897 €"
"2019-11-07";"Gasolina simples 95";"1,4905 €"
"2019-11-06";"Gasolina simples 95";"1,4905 €"
"2019-11-05";"Gasolina simples 95";"1,4902 €"
"2019-11-04";"Gasolina simples 95";"1,4821 €"
"2019-11-03";"Gasolina simples 95";"1,4716 €"
"2019-11-02";"Gasolina simples 95";"1,4711 €"
"2019-11-01";"Gasolina simples 95";"1,4756 €"
"2019-10-31";"Gasolina simples 95";"1,4764 €"
"2019-10-30";"Gasolina simples 95";"1,4762 €"
"2019-10-29";"Gasolina simples 95";"1,4760 €"
"2019-10-28";"Gasolina simples 95";"1,4737 €"
"2019-10-27";"Gasolina simples 95";"1,4641 €"
"2019-10-26";"Gasolina simples 95";"1,4636 €"
"2019-10-25";"Gasolina simples 95";"1,4684 €"
"2019-10-24";"Gasolina simples 95";"1,4696 €"
"2019-10-23";"Gasolina simples 95";"1,4698 €"
"2019-10-22";"Gasolina simples 95";"1,4701 €"
"2019-10-21";"Gasolina simples 95";"1,4752 €"
"2019-10-20";"Gasolina simples 95";"1,4777 €"
"2019-10-19";"Gasolina simples 95";"1,4776 €"
"2019-10-18";"Gasolina simples 95";"1,4825 €"
"2019-10-17";"Gasolina simples 95";"1,4833 €"
"2019-10-16";"Gasolina simples 95";"1,4835 €"
"2019-10-15";"Gasolina simples 95";"1,4839 €"
"2019-10-14";"Gasolina simples 95";"1,4870 €"
"2019-10-13";"Gasolina simples 95";"1,4881 €"
"2019-10-12";"Gasolina simples 95";"1,4879 €"
"2019-10-11";"Gasolina simples 95";"1,4926 €"
"2019-10-10";"Gasolina simples 95";"1,4933 €"
"2019-10-09";"Gasolina simples 95";"1,4934 €"
"2019-10-08";"Gasolina simples 95";"1,4936 €"
"2019-10-07";"Gasolina simples 95";"1,4932 €"
"2019-10-06";"Gasolina simples 95";"1,4924 €"
"2019-10-05";"Gasolina simples 95";"1,4924 €"
"2019-10-04";"Gasolina simples 95";"1,4935 €"
"2019-10-03";"Gasolina simples 95";"1,4941 €"
"2019-10-02";"Gasolina simples 95";"1,4942 €"
"2019-10-01";"Gasolina simples 95";"1,4947 €"
"2019-09-30";"Gasolina simples 95";"1,4995 €"
"2019-09-29";"Gasolina simples 95";"1,5026 €"
"2019-09-28";"Gasolina simples 95";"1,5025 €"
"2019-09-27";"Gasolina simples 95";"1,5073 €"
"2019-09-26";"Gasolina simples 95";"1,5079 €"
"2019-09-25";"Gasolina simples 95";"1,5078 €"
"2019-09-24";"Gasolina simples 95";"1,5077 €"
"2019-09-23";"Gasolina simples 95";"1,5016 €"
"2019-09-22";"Gasolina simples 95";"1,4713 €"
"2019-09-21";"Gasolina simples 95";"1,4706 €"
"2019-09-20";"Gasolina simples 95";"1,4753 €"
"2019-09-19";"Gasolina simples 95";"1,4759 €"
"2019-09-18";"Gasolina simples 95";"1,4760 €"
"2019-09-17";"Gasolina simples 95";"1,4763 €"
"2019-09-16";"Gasolina simples 95";"1,4771 €"
"2019-09-14";"Gasolina simples 95";"1,4734 €"
"2019-09-15";"Gasolina simples 95";"1,4733 €"
"2019-09-13";"Gasolina simples 95";"1,4782 €"
"2019-09-12";"Gasolina simples 95";"1,4789 €"
"2019-09-11";"Gasolina simples 95";"1,4788 €"
"2019-09-10";"Gasolina simples 95";"1,4784 €"
"2019-09-09";"Gasolina simples 95";"1,4796 €"
"2019-09-08";"Gasolina simples 95";"1,4771 €"
"2019-09-06";"Gasolina simples 95";"1,4828 €"
"2019-09-07";"Gasolina simples 95";"1,4772 €"
"2019-09-05";"Gasolina simples 95";"1,4830 €"
"2019-09-04";"Gasolina simples 95";"1,4836 €"
"2019-09-03";"Gasolina simples 95";"1,4849 €"
"2019-09-02";"Gasolina simples 95";"1,4821 €"
"2019-09-01";"Gasolina simples 95";"1,4799 €"
"2019-08-31";"Gasolina simples 95";"1,4801 €"
"2019-08-30";"Gasolina simples 95";"1,4847 €"
"2019-08-29";"Gasolina simples 95";"1,4859 €"
"2019-08-28";"Gasolina simples 95";"1,4868 €"
"2019-08-27";"Gasolina simples 95";"1,4866 €"
"2019-08-26";"Gasolina simples 95";"1,4869 €"
"2019-08-24";"Gasolina simples 95";"1,4821 €"
"2019-08-25";"Gasolina simples 95";"1,4819 €"
"2019-08-23";"Gasolina simples 95";"1,4867 €"
"2019-08-22";"Gasolina simples 95";"1,4873 €"
"2019-08-21";"Gasolina simples 95";"1,4873 €"
"2019-08-20";"Gasolina simples 95";"1,4882 €"
"2019-08-19";"Gasolina simples 95";"1,4887 €"
"2019-08-17";"Gasolina simples 95";"1,4842 €"
"2019-08-18";"Gasolina simples 95";"1,4841 €"
"2019-08-16";"Gasolina simples 95";"1,4892 €"
"2019-08-15";"Gasolina simples 95";"1,4903 €"
"2019-08-14";"Gasolina simples 95";"1,4906 €"
"2019-08-13";"Gasolina simples 95";"1,4926 €"
"2019-08-12";"Gasolina simples 95";"1,5054 €"
"2019-08-11";"Gasolina simples 95";"1,5194 €"
"2019-08-10";"Gasolina simples 95";"1,5196 €"
"2019-08-09";"Gasolina simples 95";"1,5240 €"
"2019-08-08";"Gasolina simples 95";"1,5240 €"
"2019-08-07";"Gasolina simples 95";"1,5235 €"
"2019-08-06";"Gasolina simples 95";"1,5232 €"
"2019-08-05";"Gasolina simples 95";"1,5199 €"
"2019-08-04";"Gasolina simples 95";"1,5116 €"
"2019-08-03";"Gasolina simples 95";"1,5112 €"
"2019-08-02";"Gasolina simples 95";"1,5160 €"
"2019-08-01";"Gasolina simples 95";"1,5175 €"
"2019-07-31";"Gasolina simples 95";"1,5175 €"
"2019-07-30";"Gasolina simples 95";"1,5174 €"
"2019-07-29";"Gasolina simples 95";"1,5164 €"
"2019-07-28";"Gasolina simples 95";"1,5152 €"
"2019-07-26";"Gasolina simples 95";"1,5161 €"
"2019-07-27";"Gasolina simples 95";"1,5152 €"
"2019-07-25";"Gasolina simples 95";"1,5179 €"
"2019-07-24";"Gasolina simples 95";"1,5183 €"
"2019-07-23";"Gasolina simples 95";"1,5186 €"
"2019-07-22";"Gasolina simples 95";"1,5249 €"
"2019-07-21";"Gasolina simples 95";"1,5239 €"
"2019-07-20";"Gasolina simples 95";"1,5237 €"
"2019-07-19";"Gasolina simples 95";"1,5287 €"
"2019-07-18";"Gasolina simples 95";"1,5290 €"
"2019-07-17";"Gasolina simples 95";"1,5287 €"
"2019-07-16";"Gasolina simples 95";"1,5286 €"
"2019-07-15";"Gasolina simples 95";"1,5207 €"
"2019-07-14";"Gasolina simples 95";"1,5034 €"
"2019-07-13";"Gasolina simples 95";"1,5028 €"
"2019-07-12";"Gasolina simples 95";"1,5074 €"
"2019-07-11";"Gasolina simples 95";"1,5080 €"
"2019-07-10";"Gasolina simples 95";"1,5084 €"
"2019-07-09";"Gasolina simples 95";"1,5083 €"
"2019-07-08";"Gasolina simples 95";"1,5061 €"
"2019-07-07";"Gasolina simples 95";"1,4992 €"
"2019-07-06";"Gasolina simples 95";"1,4989 €"
"2019-07-05";"Gasolina simples 95";"1,5036 €"
"2019-07-04";"Gasolina simples 95";"1,5043 €"
"2019-07-03";"Gasolina simples 95";"1,5043 €"
"2019-07-02";"Gasolina simples 95";"1,5043 €"
"2019-07-01";"Gasolina simples 95";"1,4968 €"
"2019-06-30";"Gasolina simples 95";"1,4818 €"
"2019-06-29";"Gasolina simples 95";"1,4815 €"
"2019-06-28";"Gasolina simples 95";"1,4861 €"
"2019-06-27";"Gasolina simples 95";"1,4866 €"
"2019-06-26";"Gasolina simples 95";"1,4866 €"
"2019-06-25";"Gasolina simples 95";"1,4874 €"
"2019-06-24";"Gasolina simples 95";"1,4875 €"
"2019-06-23";"Gasolina simples 95";"1,4833 €"
"2019-06-22";"Gasolina simples 95";"1,4831 €"
"2019-06-21";"Gasolina simples 95";"1,4877 €"
"2019-06-20";"Gasolina simples 95";"1,4883 €"
"2019-06-19";"Gasolina simples 95";"1,4886 €"
"2019-06-18";"Gasolina simples 95";"1,4889 €"
"2019-06-17";"Gasolina simples 95";"1,4915 €"
"2019-06-16";"Gasolina simples 95";"1,4883 €"
"2019-06-15";"Gasolina simples 95";"1,4882 €"
"2019-06-14";"Gasolina simples 95";"1,4930 €"
"2019-06-13";"Gasolina simples 95";"1,4945 €"
"2019-06-12";"Gasolina simples 95";"1,4979 €"
"2019-06-11";"Gasolina simples 95";"1,5052 €"
"2019-06-10";"Gasolina simples 95";"1,5240 €"
"2019-06-09";"Gasolina simples 95";"1,5589 €"
"2019-06-08";"Gasolina simples 95";"1,5588 €"
"2019-06-07";"Gasolina simples 95";"1,5637 €"
"2019-06-06";"Gasolina simples 95";"1,5646 €"
"2019-06-05";"Gasolina simples 95";"1,5650 €"
"2019-06-04";"Gasolina simples 95";"1,5658 €"
"2019-06-03";"Gasolina simples 95";"1,5704 €"
"2019-06-02";"Gasolina simples 95";"1,5747 €"
"2019-06-01";"Gasolina simples 95";"1,5745 €"
"2019-05-31";"Gasolina simples 95";"1,5796 €"
"2019-05-30";"Gasolina simples 95";"1,5808 €"
"2019-05-29";"Gasolina simples 95";"1,5812 €"
"2019-05-28";"Gasolina simples 95";"1,5813 €"
"2019-05-27";"Gasolina simples 95";"1,5805 €"
"2019-05-26";"Gasolina simples 95";"1,5749 €"
"2019-05-25";"Gasolina simples 95";"1,5743 €"
"2019-05-24";"Gasolina simples 95";"1,5790 €"
"2019-05-23";"Gasolina simples 95";"1,5796 €"
"2019-05-22";"Gasolina simples 95";"1,5796 €"
"2019-05-21";"Gasolina simples 95";"1,5793 €"
"2019-05-20";"Gasolina simples 95";"1,5713 €"
"2019-05-19";"Gasolina simples 95";"1,5544 €"
"2019-05-18";"Gasolina simples 95";"1,5541 €"
"2019-05-17";"Gasolina simples 95";"1,5588 €"
"2019-05-16";"Gasolina simples 95";"1,5594 €"
"2019-05-15";"Gasolina simples 95";"1,5597 €"
"2019-05-14";"Gasolina simples 95";"1,5606 €"
"2019-05-13";"Gasolina simples 95";"1,5626 €"
"2019-05-12";"Gasolina simples 95";"1,5692 €"
"2019-05-11";"Gasolina simples 95";"1,5690 €"
"2019-05-10";"Gasolina simples 95";"1,5733 €"
"2019-05-09";"Gasolina simples 95";"1,5738 €"
"2019-05-08";"Gasolina simples 95";"1,5738 €"
"2019-05-07";"Gasolina simples 95";"1,5740 €"
"2019-05-06";"Gasolina simples 95";"1,5730 €"
"2019-05-05";"Gasolina simples 95";"1,5678 €"
"2019-05-04";"Gasolina simples 95";"1,5674 €"
"2019-05-03";"Gasolina simples 95";"1,5720 €"
"2019-05-02";"Gasolina simples 95";"1,5724 €"
"2019-05-01";"Gasolina simples 95";"1,5722 €"
"2019-04-30";"Gasolina simples 95";"1,5722 €"
"2019-04-29";"Gasolina simples 95";"1,5644 €"
"2019-04-28";"Gasolina simples 95";"1,5465 €"
"2019-04-27";"Gasolina simples 95";"1,5460 €"
"2019-04-26";"Gasolina simples 95";"1,5505 €"
"2019-04-25";"Gasolina simples 95";"1,5510 €"
"2019-04-24";"Gasolina simples 95";"1,5512 €"
"2019-04-23";"Gasolina simples 95";"1,5512 €"
"2019-04-22";"Gasolina simples 95";"1,5505 €"
"2019-04-21";"Gasolina simples 95";"1,5466 €"
"2019-04-20";"Gasolina simples 95";"1,5465 €"
"2019-04-19";"Gasolina simples 95";"1,5504 €"
"2019-04-18";"Gasolina simples 95";"1,5510 €"
"2019-04-17";"Gasolina simples 95";"1,5503 €"
"2019-04-16";"Gasolina simples 95";"1,5494 €"
"2019-04-15";"Gasolina simples 95";"1,5458 €"
"2019-04-14";"Gasolina simples 95";"1,5257 €"
"2019-04-13";"Gasolina simples 95";"1,5253 €"
"2019-04-12";"Gasolina simples 95";"1,5295 €"
"2019-04-11";"Gasolina simples 95";"1,5299 €"
"2019-04-10";"Gasolina simples 95";"1,5300 €"
"2019-04-09";"Gasolina simples 95";"1,5288 €"
"2019-04-08";"Gasolina simples 95";"1,5261 €"
"2019-04-07";"Gasolina simples 95";"1,5097 €"
"2019-04-06";"Gasolina simples 95";"1,5093 €"
"2019-04-05";"Gasolina simples 95";"1,5137 €"
"2019-04-04";"Gasolina simples 95";"1,5142 €"
"2019-04-03";"Gasolina simples 95";"1,5138 €"
"2019-04-02";"Gasolina simples 95";"1,5130 €"
"2019-04-01";"Gasolina simples 95";"1,5043 €"
"2019-03-31";"Gasolina simples 95";"1,4747 €"
"2019-03-30";"Gasolina simples 95";"1,4742 €"
"2019-03-29";"Gasolina simples 95";"1,4786 €"
"2019-03-28";"Gasolina simples 95";"1,4784 €"
"2019-03-27";"Gasolina simples 95";"1,4783 €"
"2019-03-26";"Gasolina simples 95";"1,4933 €"
"2019-03-25";"Gasolina simples 95";"1,4858 €"
"2019-03-24";"Gasolina simples 95";"1,4699 €"
"2019-03-23";"Gasolina simples 95";"1,4694 €"
"2019-03-22";"Gasolina simples 95";"1,4749 €"
"2019-03-21";"Gasolina simples 95";"1,4755 €"
"2019-03-20";"Gasolina simples 95";"1,4760 €"
"2019-03-19";"Gasolina simples 95";"1,4756 €"
"2019-03-18";"Gasolina simples 95";"1,4705 €"
"2019-03-17";"Gasolina simples 95";"1,4580 €"
"2019-03-16";"Gasolina simples 95";"1,4576 €"
"2019-03-15";"Gasolina simples 95";"1,4618 €"
"2019-03-14";"Gasolina simples 95";"1,4624 €"
"2019-03-13";"Gasolina simples 95";"1,4628 €"
"2019-03-12";"Gasolina simples 95";"1,4626 €"
"2019-03-11";"Gasolina simples 95";"1,4575 €"
"2019-03-10";"Gasolina simples 95";"1,4466 €"
"2019-03-09";"Gasolina simples 95";"1,4465 €"
"2019-03-08";"Gasolina simples 95";"1,4510 €"
"2019-03-07";"Gasolina simples 95";"1,4516 €"
"2019-03-06";"Gasolina simples 95";"1,4520 €"
"2019-03-05";"Gasolina simples 95";"1,4523 €"
"2019-03-04";"Gasolina simples 95";"1,4548 €"
"2019-03-03";"Gasolina simples 95";"1,4553 €"
"2019-03-02";"Gasolina simples 95";"1,4553 €"
"2019-03-01";"Gasolina simples 95";"1,4585 €"
"2019-02-28";"Gasolina simples 95";"1,4592 €"
"2019-02-27";"Gasolina simples 95";"1,4591 €"
"2019-02-26";"Gasolina simples 95";"1,4588 €"
"2019-02-25";"Gasolina simples 95";"1,4517 €"
"2019-02-24";"Gasolina simples 95";"1,4316 €"
"2019-02-23";"Gasolina simples 95";"1,4309 €"
"2019-02-22";"Gasolina simples 95";"1,4353 €"
"2019-02-21";"Gasolina simples 95";"1,4359 €"
"2019-02-20";"Gasolina simples 95";"1,4358 €"
"2019-02-19";"Gasolina simples 95";"1,4328 €"
"2019-02-18";"Gasolina simples 95";"1,4260 €"
"2019-02-17";"Gasolina simples 95";"1,4143 €"
"2019-02-16";"Gasolina simples 95";"1,4141 €"
"2019-02-15";"Gasolina simples 95";"1,4178 €"
"2019-02-14";"Gasolina simples 95";"1,4181 €"
"2019-02-13";"Gasolina simples 95";"1,4181 €"
"2019-02-12";"Gasolina simples 95";"1,4178 €"
"2019-02-11";"Gasolina simples 95";"1,4152 €"
"2019-02-10";"Gasolina simples 95";"1,4082 €"
"2019-02-09";"Gasolina simples 95";"1,4079 €"
"2019-02-08";"Gasolina simples 95";"1,4123 €"
"2019-02-07";"Gasolina simples 95";"1,4125 €"
"2019-02-06";"Gasolina simples 95";"1,4126 €"
"2019-02-05";"Gasolina simples 95";"1,4126 €"
"2019-02-04";"Gasolina simples 95";"1,4121 €"
"2019-02-03";"Gasolina simples 95";"1,4108 €"
"2019-02-02";"Gasolina simples 95";"1,4105 €"
"2019-02-01";"Gasolina simples 95";"1,4124 €"
"2019-01-31";"Gasolina simples 95";"1,4128 €"
"2019-01-30";"Gasolina simples 95";"1,4129 €"
"2019-01-29";"Gasolina simples 95";"1,4126 €"
"2019-01-28";"Gasolina simples 95";"1,4128 €"
"2019-01-27";"Gasolina simples 95";"1,4084 €"
"2019-01-26";"Gasolina simples 95";"1,4082 €"
"2019-01-25";"Gasolina simples 95";"1,4123 €"
"2019-01-24";"Gasolina simples 95";"1,4126 €"
"2019-01-23";"Gasolina simples 95";"1,4123 €"
"2019-01-22";"Gasolina simples 95";"1,4117 €"
"2019-01-21";"Gasolina simples 95";"1,4112 €"
"2019-01-20";"Gasolina simples 95";"1,4065 €"
"2019-01-19";"Gasolina simples 95";"1,4064 €"
"2019-01-18";"Gasolina simples 95";"1,4104 €"
"2019-01-17";"Gasolina simples 95";"1,4104 €"
"2019-01-16";"Gasolina simples 95";"1,4109 €"
"2019-01-15";"Gasolina simples 95";"1,4186 €"
"2019-01-14";"Gasolina simples 95";"1,4183 €"
"2019-01-13";"Gasolina simples 95";"1,4067 €"
"2019-01-12";"Gasolina simples 95";"1,4063 €"
"2019-01-11";"Gasolina simples 95";"1,4106 €"
"2019-01-10";"Gasolina simples 95";"1,4113 €"
"2019-01-09";"Gasolina simples 95";"1,4112 €"
"2019-01-08";"Gasolina simples 95";"1,4111 €"
"2019-01-07";"Gasolina simples 95";"1,4027 €"
"2019-01-06";"Gasolina simples 95";"1,3897 €"
"2019-01-05";"Gasolina simples 95";"1,3893 €"
"2019-01-04";"Gasolina simples 95";"1,3927 €"
"2019-01-03";"Gasolina simples 95";"1,3937 €"
"2019-01-02";"Gasolina simples 95";"1,4018 €"
"2019-01-01";"Gasolina simples 95";"1,4071 €"
"2018-12-31";"Gasolina simples 95";"1,4071 €"
"2018-12-30";"Gasolina simples 95";"1,4064 €"
"2018-12-29";"Gasolina simples 95";"1,4064 €"
"2018-12-28";"Gasolina simples 95";"1,4103 €"
"2018-12-27";"Gasolina simples 95";"1,4122 €"
"2018-12-26";"Gasolina simples 95";"1,4130 €"
"2018-12-25";"Gasolina simples 95";"1,4168 €"
"2018-12-24";"Gasolina simples 95";"1,4210 €"
"2018-12-23";"Gasolina simples 95";"1,4298 €"
"2018-12-22";"Gasolina simples 95";"1,4296 €"
"2018-12-21";"Gasolina simples 95";"1,4341 €"
"2018-12-20";"Gasolina simples 95";"1,4346 €"
"2018-12-19";"Gasolina simples 95";"1,4350 €"
"2018-12-18";"Gasolina simples 95";"1,4352 €"
"2018-12-17";"Gasolina simples 95";"1,4350 €"
"2018-12-16";"Gasolina simples 95";"1,4314 €"
"2018-12-15";"Gasolina simples 95";"1,4312 €"
"2018-12-14";"Gasolina simples 95";"1,4354 €"
"2018-12-13";"Gasolina simples 95";"1,4358 €"
"2018-12-12";"Gasolina simples 95";"1,4358 €"
"2018-12-11";"Gasolina simples 95";"1,4363 €"
"2018-12-10";"Gasolina simples 95";"1,4351 €"
"2018-12-09";"Gasolina simples 95";"1,4312 €"
"2018-12-08";"Gasolina simples 95";"1,4309 €"
"2018-12-07";"Gasolina simples 95";"1,4353 €"
"2018-12-06";"Gasolina simples 95";"1,4360 €"
"2018-12-05";"Gasolina simples 95";"1,4374 €"
"2018-12-04";"Gasolina simples 95";"1,4383 €"
"2018-12-03";"Gasolina simples 95";"1,4483 €"
"2018-12-02";"Gasolina simples 95";"1,4590 €"
"2018-12-01";"Gasolina simples 95";"1,4589 €"
"2018-11-30";"Gasolina simples 95";"1,4629 €"
"2018-11-29";"Gasolina simples 95";"1,4636 €"
"2018-11-28";"Gasolina simples 95";"1,4644 €"
"2018-11-27";"Gasolina simples 95";"1,4670 €"
"2018-11-26";"Gasolina simples 95";"1,4814 €"
"2018-11-25";"Gasolina simples 95";"1,4989 €"
"2018-11-24";"Gasolina simples 95";"1,4988 €"
"2018-11-23";"Gasolina simples 95";"1,5025 €"
"2018-11-22";"Gasolina simples 95";"1,5032 €"
"2018-11-21";"Gasolina simples 95";"1,5036 €"
"2018-11-20";"Gasolina simples 95";"1,5041 €"
"2018-11-19";"Gasolina simples 95";"1,5107 €"
"2018-11-18";"Gasolina simples 95";"1,5117 €"
"2018-11-17";"Gasolina simples 95";"1,5119 €"
"2018-11-16";"Gasolina simples 95";"1,5161 €"
"2018-11-15";"Gasolina simples 95";"1,5169 €"
"2018-11-14";"Gasolina simples 95";"1,5184 €"
"2018-11-13";"Gasolina simples 95";"1,5206 €"
"2018-11-12";"Gasolina simples 95";"1,5317 €"
"2018-11-11";"Gasolina simples 95";"1,5446 €"
"2018-11-10";"Gasolina simples 95";"1,5445 €"
"2018-11-09";"Gasolina simples 95";"1,5483 €"
"2018-11-08";"Gasolina simples 95";"1,5489 €"
"2018-11-07";"Gasolina simples 95";"1,5492 €"
"2018-11-06";"Gasolina simples 95";"1,5507 €"
"2018-11-05";"Gasolina simples 95";"1,5533 €"
"2018-11-04";"Gasolina simples 95";"1,5517 €"
"2018-11-03";"Gasolina simples 95";"1,5516 €"
"2018-11-02";"Gasolina simples 95";"1,5553 €"
"2018-11-01";"Gasolina simples 95";"1,5559 €"
"2018-10-31";"Gasolina simples 95";"1,5560 €"
"2018-10-30";"Gasolina simples 95";"1,5563 €"
"2018-10-29";"Gasolina simples 95";"1,5616 €"
"2018-10-28";"Gasolina simples 95";"1,5606 €"
"2018-10-27";"Gasolina simples 95";"1,5604 €"
"2018-10-26";"Gasolina simples 95";"1,5642 €"
"2018-10-25";"Gasolina simples 95";"1,5649 €"
"2018-10-24";"Gasolina simples 95";"1,5654 €"
"2018-10-23";"Gasolina simples 95";"1,5673 €"
"2018-10-22";"Gasolina simples 95";"1,5736 €"
"2018-10-21";"Gasolina simples 95";"1,5787 €"
"2018-10-20";"Gasolina simples 95";"1,5786 €"
"2018-10-19";"Gasolina simples 95";"1,5825 €"
"2018-10-18";"Gasolina simples 95";"1,5831 €"
"2018-10-17";"Gasolina simples 95";"1,5836 €"
"2018-10-16";"Gasolina simples 95";"1,5853 €"
"2018-10-15";"Gasolina simples 95";"1,5975 €"
"2018-10-14";"Gasolina simples 95";"1,6044 €"
"2018-10-13";"Gasolina simples 95";"1,6041 €"
"2018-10-12";"Gasolina simples 95";"1,6078 €"
"2018-10-11";"Gasolina simples 95";"1,6082 €"
"2018-10-10";"Gasolina simples 95";"1,6081 €"
"2018-10-09";"Gasolina simples 95";"1,6077 €"
"2018-10-08";"Gasolina simples 95";"1,6050 €"
"2018-10-07";"Gasolina simples 95";"1,5849 €"
"2018-10-06";"Gasolina simples 95";"1,5845 €"
"2018-10-05";"Gasolina simples 95";"1,5881 €"
"2018-10-04";"Gasolina simples 95";"1,5885 €"
"2018-10-03";"Gasolina simples 95";"1,5886 €"
"2018-10-02";"Gasolina simples 95";"1,5886 €"
"2018-10-01";"Gasolina simples 95";"1,5872 €"
"2018-09-30";"Gasolina simples 95";"1,5757 €"
"2018-09-29";"Gasolina simples 95";"1,5754 €"
"2018-09-28";"Gasolina simples 95";"1,5799 €"
"2018-09-27";"Gasolina simples 95";"1,5804 €"
"2018-09-26";"Gasolina simples 95";"1,5805 €"
"2018-09-25";"Gasolina simples 95";"1,5812 €"
"2018-09-24";"Gasolina simples 95";"1,5867 €"
"2018-09-23";"Gasolina simples 95";"1,5864 €"
"2018-09-22";"Gasolina simples 95";"1,5862 €"
"2018-09-21";"Gasolina simples 95";"1,5896 €"
"2018-09-20";"Gasolina simples 95";"1,5902 €"
"2018-09-19";"Gasolina simples 95";"1,5911 €"
"2018-09-18";"Gasolina simples 95";"1,5915 €"
"2018-09-17";"Gasolina simples 95";"1,5963 €"
"2018-09-16";"Gasolina simples 95";"1,5949 €"
"2018-09-15";"Gasolina simples 95";"1,5948 €"
"2018-09-14";"Gasolina simples 95";"1,5988 €"
"2018-09-13";"Gasolina simples 95";"1,5992 €"
"2018-09-12";"Gasolina simples 95";"1,5993 €"
"2018-09-11";"Gasolina simples 95";"1,5996 €"
"2018-09-10";"Gasolina simples 95";"1,6038 €"
"2018-09-09";"Gasolina simples 95";"1,6030 €"
"2018-09-08";"Gasolina simples 95";"1,6029 €"
"2018-09-07";"Gasolina simples 95";"1,6068 €"
"2018-09-06";"Gasolina simples 95";"1,6072 €"
"2018-09-05";"Gasolina simples 95";"1,6071 €"
"2018-09-04";"Gasolina simples 95";"1,6072 €"
"2018-09-03";"Gasolina simples 95";"1,6060 €"
"2018-09-02";"Gasolina simples 95";"1,5947 €"
"2018-09-01";"Gasolina simples 95";"1,5925 €"
"2018-08-31";"Gasolina simples 95";"1,5959 €"
"2018-08-30";"Gasolina simples 95";"1,5962 €"
"2018-08-29";"Gasolina simples 95";"1,5963 €"
"2018-08-28";"Gasolina simples 95";"1,5963 €"
"2018-08-27";"Gasolina simples 95";"1,5951 €"
"2018-08-26";"Gasolina simples 95";"1,5893 €"
"2018-08-25";"Gasolina simples 95";"1,5890 €"
"2018-08-24";"Gasolina simples 95";"1,5924 €"
"2018-08-23";"Gasolina simples 95";"1,5928 €"
"2018-08-22";"Gasolina simples 95";"1,5926 €"
"2018-08-21";"Gasolina simples 95";"1,5928 €"
"2018-08-20";"Gasolina simples 95";"1,5918 €"
"2018-08-19";"Gasolina simples 95";"1,5891 €"
"2018-08-18";"Gasolina simples 95";"1,5890 €"
"2018-08-17";"Gasolina simples 95";"1,5924 €"
"2018-08-16";"Gasolina simples 95";"1,5928 €"
"2018-08-15";"Gasolina simples 95";"1,5928 €"
"2018-08-14";"Gasolina simples 95";"1,5930 €"
"2018-08-13";"Gasolina simples 95";"1,5964 €"
"2018-08-12";"Gasolina simples 95";"1,5970 €"
"2018-08-11";"Gasolina simples 95";"1,5967 €"
"2018-08-10";"Gasolina simples 95";"1,6002 €"
"2018-08-09";"Gasolina simples 95";"1,6006 €"
"2018-08-08";"Gasolina simples 95";"1,6006 €"
"2018-08-07";"Gasolina simples 95";"1,5995 €"
"2018-08-06";"Gasolina simples 95";"1,5970 €"
"2018-08-05";"Gasolina simples 95";"1,5889 €"
"2018-08-04";"Gasolina simples 95";"1,5887 €"
"2018-08-03";"Gasolina simples 95";"1,5921 €"
"2018-08-02";"Gasolina simples 95";"1,5924 €"
"2018-08-01";"Gasolina simples 95";"1,5899 €"
"2018-07-31";"Gasolina simples 95";"1,5887 €"
"2018-07-30";"Gasolina simples 95";"1,5852 €"
"2018-07-29";"Gasolina simples 95";"1,5620 €"
"2018-07-28";"Gasolina simples 95";"1,5616 €"
"2018-07-27";"Gasolina simples 95";"1,5653 €"
